ticker,yahoo_symbol,symbol_type,active_flag,name,industry,market_cap,last_price,volume,source_symbol
BGC,BGC,stock,TRUE,BGC Group Inc. Class A Common Stock,Finance,5058838087,10.56,3114326,BGC
CVLT,CVLT,stock,TRUE,Commvault Systems Inc. Common Stock,Technology,5014013712,121.55,455656,CVLT
FLNC,FLNC,stock,TRUE,Fluence Energy Inc. Class A Common Stock,Miscellaneous,5003209792,27.15,10886681,FLNC
HESM,HESM,stock,TRUE,Hess Midstream LP Class A Representing Limited Partner Interests,Energy,5001833833,38.97,1596614,HESM
WTM,WTM,stock,TRUE,White Mountains Insurance Group Ltd. Common Stock,Finance,4991827452,2015.54,29914,WTM
AX,AX,stock,TRUE,Axos Financial Inc. Common Stock,Finance,4986507104,87.66,427164,AX
CNR,CNR,stock,TRUE,Core Natural Resources Inc. Common Stock,Energy,4985816705,98.91,618366,CNR
LPX,LPX,stock,TRUE,Louisiana-Pacific Corporation Common Stock,Basic Materials,4980667295,71.29,1393954,LPX
ACLS,ACLS,stock,TRUE,Axcelis Technologies Inc. Common Stock,Technology,4974895907,161.87,719915,ACLS
CHH,CHH,stock,TRUE,Choice Hotels International Inc. Common Stock,Consumer Discretionary,4957643872,108.97,868571,CHH
ALH,ALH,stock,TRUE,Alliance Laundry Holdings Inc. Common Stock,Industrials,4953299781,24.94,887639,ALH
CGON,CGON,stock,TRUE,CG Oncology Inc. Common stock,Health Care,4947276711,56.09,653937,CGON
PECO,PECO,stock,TRUE,Phillips Edison & Company Inc. Common Stock,Real Estate,4936680000,39.18,767788,PECO
SAIC,SAIC,stock,TRUE,Science Applications International Corporation Common Stock,Technology,4928208791,116.57,571503,SAIC
UNF,UNF,stock,TRUE,Unifirst Corporation Common Stock,Consumer Discretionary,4908799779,271.46,217175,UNF
LFTO,LFTO,stock,TRUE,Liftoff Mobile Inc. Common Stock,Technology,4905163193,28.45,11661507,LFTO
CWEN,CWEN,stock,TRUE,Clearway Energy Inc. Class C Common Stock,Utilities,4885980000,40.38,720079,CWEN
CAI,CAI,stock,TRUE,Caris Life Sciences Inc. Common Stock,Health Care,4884722410,17.28,3197101,CAI
GBTG,GBTG,stock,TRUE,Global Business Travel Group Inc. Class A Common Stock,Consumer Discretionary,4875613133,9.35,3696127,GBTG
HNGE,HNGE,stock,TRUE,Hinge Health Inc. Class A Common Stock,Technology,4873400524,62.98,2101365,HNGE
OGS,OGS,stock,TRUE,ONE Gas Inc. Common Stock,Utilities,4851543801,77.3,546509,OGS
ACHR,ACHR,stock,TRUE,Archer Aviation Inc. Class A Common Stock,Industrials,4846235297,6.38,57258181,ACHR
MAIN,MAIN,stock,TRUE,Main Street Capital Corporation Common Stock,Finance,4837331373,52.02,544226,MAIN
CNX,CNX,stock,TRUE,CNX Resources Corporation Common Stock,Energy,4814482524,34.03,1145097,CNX
BLLN,BLLN,stock,TRUE,BillionToOne Inc. Class A Common Stock,Health Care,4810667672,104.59,1162780,BLLN
GHC,GHC,stock,TRUE,Graham Holdings Company Common Stock,Real Estate,4806662673,1115.99,13912,GHC
SXT,SXT,stock,TRUE,Sensient Technologies Corporation Common Stock,Industrials,4801352998,112.79,312475,SXT
SR,SR,stock,TRUE,Spire Inc. Common Stock,Utilities,4794371831,81.1,281002,SR
WSC,WSC,stock,TRUE,WillScot Holdings Corporation Class A Common Stock,Industrials,4792739100,26.48,2909015,WSC
MTN,MTN,stock,TRUE,Vail Resorts Inc. Common Stock,Consumer Discretionary,4789082054,134.4,537624,MTN
MRP,MRP,stock,TRUE,Millrose Properties Inc. Class A Common Stock,Finance,4783840777,28.81,2182555,MRP
ALK,ALK,stock,TRUE,Alaska Air Group Inc. Common Stock,Consumer Discretionary,4756903071,42.69,3370280,ALK
POWI,POWI,stock,TRUE,Power Integrations Inc. Common Stock,Technology,4752914635,85.3,810194,POWI
HRB,HRB,stock,TRUE,H&R Block Inc. Common Stock,Consumer Discretionary,4749704956,37.47,1786307,HRB
MTRN,MTRN,stock,TRUE,Materion Corporation,Industrials,4731089748,227.44,397862,MTRN
SON,SON,stock,TRUE,Sonoco Products Company Common Stock,Consumer Discretionary,4729878082,47.84,1432019,SON
LGND,LGND,stock,TRUE,Ligand Pharmaceuticals Incorporated Common Stock,Health Care,4727886701,235.91,210417,LGND
KVYO,KVYO,stock,TRUE,Klaviyo Inc. Series A Common Stock,Technology,4722635449,15.78,4713180,KVYO
WHD,WHD,stock,TRUE,Cactus Inc. Class A Common Stock,Consumer Discretionary,4720813811,58.88,752829,WHD
FCN,FCN,stock,TRUE,FTI Consulting Inc. Common Stock,Consumer Discretionary,4705485112,156.1,417663,FCN
LAUR,LAUR,stock,TRUE,Laureate Education Inc. Common Stock,Real Estate,4696271596,33.55,1082018,LAUR
FBIN,FBIN,stock,TRUE,Fortune Brands Innovations Inc. Common Stock,Basic Materials,4690617156,39.32,1750879,FBIN
HRI,HRI,stock,TRUE,Herc Holdings Inc. Common Stock,Industrials,4690387943,140.46,651744,HRI
PTEN,PTEN,stock,TRUE,Patterson-UTI Energy Inc. Common Stock,Energy,4657908602,12.27,14312625,PTEN
NNI,NNI,stock,TRUE,Nelnet Inc. Common Stock,Finance,4651659277,129.45,144707,NNI
EBC,EBC,stock,TRUE,Eastern Bankshares Inc. Common Stock,Finance,4643664859,20.09,2463465,EBC
FFIN,FFIN,stock,TRUE,First Financial Bankshares Inc. Common Stock,Finance,4635170436,32.35,1258308,FFIN
RLI,RLI,stock,TRUE,RLI Corp. Common Stock (DE),Finance,4629094966,50.35,1217834,RLI
TWST,TWST,stock,TRUE,Twist Bioscience Corporation Common Stock,Health Care,4603718244,73.93,2042233,TWST
DNTH,DNTH,stock,TRUE,Dianthus Therapeutics Inc. Common Stock,Health Care,4599070182,84.13,901613,DNTH
AIR,AIR,stock,TRUE,AAR Corp. Common Stock,Industrials,4593965882,115.53,432400,AIR
HLNE,HLNE,stock,TRUE,Hamilton Lane Incorporated Class A Common Stock,Finance,4590980403,82.67,1174753,HLNE
KBR,KBR,stock,TRUE,KBR Inc. Common Stock,Industrials,4580921146,36.13,1581906,KBR
TFSL,TFSL,stock,TRUE,TFS Financial Corporation Common Stock,Finance,4579456863,16.33,1208934,TFSL
REZI,REZI,stock,TRUE,Resideo Technologies Inc. Common Stock,Industrials,4577615840,30.23,976868,REZI
AQN,AQN,stock,TRUE,Algonquin Power & Utilities Corp. Common Shares,Utilities,4570578786,5.94,5864439,AQN
REYN,REYN,stock,TRUE,Reynolds Consumer Products Inc. Common Stock,Consumer Discretionary,4569436733,21.68,940478,REYN
CUZ,CUZ,stock,TRUE,Cousins Properties Incorporated Common Stock,Real Estate,4565994241,27.75,1610567,CUZ
MIR,MIR,stock,TRUE,Mirion Technologies Inc. Class A Common Stock,Industrials,4562657374,18.22,2807046,MIR
RXO,RXO,stock,TRUE,RXO Inc. Common Stock,Consumer Discretionary,4556748221,27.63,1794472,RXO
UFPI,UFPI,stock,TRUE,UFP Industries Inc. Common Stock,Basic Materials,4556487577,80.22,387991,UFPI
SITE,SITE,stock,TRUE,SiteOne Landscape Supply Inc. Common Stock,Consumer Discretionary,4550012036,102.69,1209339,SITE
MTH,MTH,stock,TRUE,Meritage Homes Corporation Common Stock,Consumer Discretionary,4548438906,68.19,567687,MTH
IBOC,IBOC,stock,TRUE,International Bancshares Corporation Common Stock,Finance,4535499937,72.94,278804,IBOC
TDS,TDS,stock,TRUE,Telephone and Data Systems Inc. Common Shares,Telecommunications,4513308000,39.66,1190762,TDS
CELC,CELC,stock,TRUE,Celcuity Inc. Common Stock,Health Care,4509418651,92.47,3841655,CELC
OLLI,OLLI,stock,TRUE,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Discretionary,4501956655,74.47,3132162,OLLI
VVV,VVV,stock,TRUE,Valvoline Inc. Common Stock,Industrials,4495646785,35.25,1908429,VVV
EXLS,EXLS,stock,TRUE,ExlService Holdings Inc. Common Stock,Consumer Discretionary,4488762513,29.38,2524907,EXLS
AD,AD,stock,TRUE,Array Digital Infrastructure Inc. Common Shares,Telecommunications,4488480000,51.95,509000,AD
TCBI,TCBI,stock,TRUE,Texas Capital Bancshares Inc. Common Stock,Finance,4469283897,102.34,505763,TCBI
RDN,RDN,stock,TRUE,Radian Group Inc. Common Stock,Finance,4467966586,33.6,1493212,RDN
SBRA,SBRA,stock,TRUE,Sabra Health Care REIT Inc. Common Stock,Real Estate,4456198979,17.67,4977885,SBRA
SHC,SHC,stock,TRUE,Sotera Health Company Common Stock,Health Care,4440050097,15.57,2778125,SHC
FTDR,FTDR,stock,TRUE,Frontdoor Inc. Common Stock,Consumer Discretionary,4439198245,63.205,548059,FTDR
MDU,MDU,stock,TRUE,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,4420477408,21.15,1285935,MDU
TNL,TNL,stock,TRUE,Travel   Leisure Co. Common  Stock,Consumer Discretionary,4408214522,70.62,1025425,TNL
CSW,CSW,stock,TRUE,CSW Industrials Inc. Common Stock,Industrials,4401690955,269.72,80513,CSW
CNO,CNO,stock,TRUE,CNO Financial Group Inc. Common Stock,Finance,4398581461,47.12,776277,CNO
SMR,SMR,stock,TRUE,NuScale Power Corporation Class A Common Stock,Industrials,4385773872,12,29704931,SMR
XMTR,XMTR,stock,TRUE,Xometry Inc. Class A Common Stock,Consumer Discretionary,4349920595,82.7,595537,XMTR
KNF,KNF,stock,TRUE,Knife Riv Holding Co. Common Stock,Industrials,4349047909,76.63,259228,KNF
LRN,LRN,stock,TRUE,Stride Inc. Common Stock,Real Estate,4337108432,101.99,687744,LRN
FELE,FELE,stock,TRUE,Franklin Electric Co. Inc. Common Stock,Consumer Discretionary,4333393315,98.08,210815,FELE
LBRDK,LBRDK,stock,TRUE,Liberty Broadband Corporation Class C Common Stock,Telecommunications,4329326514,30.17,4199863,LBRDK
FHI,FHI,stock,TRUE,Federated Hermes Inc. Common Stock,Finance,4321707335,56.93,537052,FHI
AMRX,AMRX,stock,TRUE,Amneal Pharmaceuticals Inc. Class A Common Stock,Health Care,4313188148,13.52,1743203,AMRX
BDC,BDC,stock,TRUE,Belden Inc Common Stock,Industrials,4311884109,110.72,534014,BDC
ACIW,ACIW,stock,TRUE,ACI Worldwide Inc. Common Stock,Technology,4306384105,42.36,756315,ACIW
CLSK,CLSK,stock,TRUE,CleanSpark Inc. Common Stock,Finance,4305892409,16.78,18454922,CLSK
EPR,EPR,stock,TRUE,EPR Properties Common Stock,Real Estate,4296670523,56.16,584123,EPR
TVTX,TVTX,stock,TRUE,Travere Therapeutics Inc. Common Stock,Health Care,4294412353,46.18,1610012,TVTX
KRC,KRC,stock,TRUE,Kilroy Realty Corporation Common Stock,Real Estate,4290687978,36.9,1485861,KRC
